Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,Source,FootNote,Nature,Units,[Age],[Location],[Reporting Type],[Sex]
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","233","Estonia","2010","0.27777778","2010","Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.","","CA","PERCENT","65+","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","233","Estonia","2010","0.76388889","2010","Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.","","CA","PERCENT","10+","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","233","Estonia","2010","0.41666667","2010","Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.","","CA","PERCENT","45-64","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","233","Estonia","2010","2.15277778","2010","Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.","","CA","PERCENT","10+","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","242","Fiji","2016","6.18117202","2016","Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16","","C","PERCENT","15+","RURAL","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","242","Fiji","2016","4.79132786","2016","Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16","","C","PERCENT","15+","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","242","Fiji","2016","1.64061034","2016","Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16","","C","PERCENT","55-64","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","242","Fiji","2016","1.63384373","2016","Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16","","C","PERCENT","55-64","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","242","Fiji","2016","1.03577361","2016","Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16","","C","PERCENT","65+","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","242","Fiji","2016","1.25070585","2016","Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16","","C","PERCENT","65+","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","242","Fiji","2016","0.88258424","2016","Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16","","C","PERCENT","65+","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","242","Fiji","2016","1.55418820","2016","Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16","","C","PERCENT","45-54","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","242","Fiji","2016","2.54663663","2016","Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16","","C","PERCENT","65+","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","242","Fiji","2016","3.56707438","2016","Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16","","C","PERCENT","15-24","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","242","Fiji","2016","4.13983651","2016","Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16","","C","PERCENT","15-24","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","242","Fiji","2016","4.97362778","2016","Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16","","C","PERCENT","15-24","RURAL","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","242","Fiji","2016","2.68202724","2016","Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16","","C","PERCENT","45-54","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","242","Fiji","2016","3.58021684","2016","Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16","","C","PERCENT","45-54","RURAL","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","242","Fiji","2016","3.10552929","2016","Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16","","C","PERCENT","45-54","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","242","Fiji","2016","1.40993195","2016","Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16","","C","PERCENT","45-54","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","242","Fiji","2016","2.51251219","2016","Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16","","C","PERCENT","65+","RURAL","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","242","Fiji","2016","2.52979952","2016","Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16","","C","PERCENT","65+","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","242","Fiji","2016","7.12896207","2016","Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16","","C","PERCENT","25-44","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","242","Fiji","2016","9.37003662","2016","Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16","","C","PERCENT","25-44","RURAL","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","242","Fiji","2016","8.14803870","2016","Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16","","C","PERCENT","25-44","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","242","Fiji","2016","0.84871078","2016","Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16","","C","PERCENT","15-24","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","242","Fiji","2016","0.87046980","2016","Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16","","C","PERCENT","15-24","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","242","Fiji","2016","0.83268982","2016","Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16","","C","PERCENT","15-24","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","242","Fiji","2016","1.90071865","2016","Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16","","C","PERCENT","15+","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","242","Fiji","2016","3.11991181","2016","Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16","","C","PERCENT","25-44","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","242","Fiji","2016","2.72088754","2016","Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16","","C","PERCENT","25-44","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","242","Fiji","2016","5.41730834","2016","Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16","","C","PERCENT","15+","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","242","Fiji","2016","2.90807141","2016","Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16","","C","PERCENT","25-44","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","242","Fiji","2016","2.00576639","2016","Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16","","C","PERCENT","15+","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","242","Fiji","2016","1.80536020","2016","Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16","","C","PERCENT","15+","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","242","Fiji","2016","1.62702915","2016","Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16","","C","PERCENT","55-64","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","242","Fiji","2016","1.26352612","2016","Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16","","C","PERCENT","45-54","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","242","Fiji","2016","3.95180436","2016","Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16","","C","PERCENT","55-64","RURAL","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","242","Fiji","2016","3.79124262","2016","Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16","","C","PERCENT","55-64","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","242","Fiji","2016","3.65527232","2016","Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16","","C","PERCENT","55-64","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","246","Finland","2000","0.21250000","2000","Statistics Finland  based on Time Use Survey","","C","PERCENT","55-64","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","246","Finland","2000","0.08750000","2000","Statistics Finland  based on Time Use Survey","","C","PERCENT","55-64","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","246","Finland","2000","4.53750000","2000","Statistics Finland  based on Time Use Survey","","C","PERCENT","25-44","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","246","Finland","2000","4.48750000","2000","Statistics Finland  based on Time Use Survey","","C","PERCENT","25-44","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","246","Finland","2000","4.81666667","2000","Statistics Finland  based on Time Use Survey","","C","PERCENT","25-44","RURAL","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","246","Finland","2000","0.15000000","2000","Statistics Finland  based on Time Use Survey","","C","PERCENT","15-24","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","246","Finland","2000","0.15416667","2000","Statistics Finland  based on Time Use Survey","","C","PERCENT","15-24","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","246","Finland","2000","0.18750000","2000","Statistics Finland  based on Time Use Survey","","C","PERCENT","15-24","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","246","Finland","2000","0.74166667","2000","Statistics Finland  based on Time Use Survey","","C","PERCENT","10+","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","246","Finland","2000","0.63750000","2000","Statistics Finland  based on Time Use Survey","","C","PERCENT","10+","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","246","Finland","2000","1.67500000","2000","Statistics Finland  based on Time Use Survey","","C","PERCENT","15+","RURAL","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","246","Finland","2000","0.11666667","2000","Statistics Finland  based on Time Use Survey","","C","PERCENT","65+","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","246","Finland","2000","0.17500000","2000","Statistics Finland  based on Time Use Survey","","C","PERCENT","65+","RURAL","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","246","Finland","2000","0.12916667","2000","Statistics Finland  based on Time Use Survey","","C","PERCENT","65+","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","246","Finland","2000","0.77083333","2000","Statistics Finland  based on Time Use Survey","","C","PERCENT","10+","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","246","Finland","2000","1.33750000","2000","Statistics Finland  based on Time Use Survey","","C","PERCENT","15-24","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","246","Finland","2000","0.41666667","2000","Statistics Finland  based on Time Use Survey","","C","PERCENT","45-54","RURAL","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","246","Finland","2000","0.39583333","2000","Statistics Finland  based on Time Use Survey","","C","PERCENT","45-54","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","246","Finland","2000","1.80416667","2000","Statistics Finland  based on Time Use Survey","","C","PERCENT","15+","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","246","Finland","2000","1.82916667","2000","Statistics Finland  based on Time Use Survey","","C","PERCENT","15+","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","246","Finland","2000","0.14583333","2000","Statistics Finland  based on Time Use Survey","","C","PERCENT","55-64","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","246","Finland","2000","0.15416667","2000","Statistics Finland  based on Time Use Survey","","C","PERCENT","55-64","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","246","Finland","2000","0.11250000","2000","Statistics Finland  based on Time Use Survey","","C","PERCENT","55-64","RURAL","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","246","Finland","2000","0.18750000","2000","Statistics Finland  based on Time Use Survey","","C","PERCENT","55-64","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","246","Finland","2000","1.72916667","2000","Statistics Finland  based on Time Use Survey","","C","PERCENT","25-44","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","246","Finland","2000","1.70833333","2000","Statistics Finland  based on Time Use Survey","","C","PERCENT","25-44","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","246","Finland","2000","1.84166667","2000","Statistics Finland  based on Time Use Survey","","C","PERCENT","25-44","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","246","Finland","2000","0.11250000","2000","Statistics Finland  based on Time Use Survey","","C","PERCENT","65+","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","246","Finland","2000","0.19166667","2000","Statistics Finland  based on Time Use Survey","","C","PERCENT","65+","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","246","Finland","2000","0.13333333","2000","Statistics Finland  based on Time Use Survey","","C","PERCENT","65+","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","246","Finland","2000","1.53333333","2000","Statistics Finland  based on Time Use Survey","","C","PERCENT","10+","RURAL","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","246","Finland","2000","1.69583333","2000","Statistics Finland  based on Time Use Survey","","C","PERCENT","10+","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","246","Finland","2000","1.72916667","2000","Statistics Finland  based on Time Use Survey","","C","PERCENT","10+","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","246","Finland","2000","0.41666667","2000","Statistics Finland  based on Time Use Survey","","C","PERCENT","45-54","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","246","Finland","2000","0.22500000","2000","Statistics Finland  based on Time Use Survey","","C","PERCENT","45-54","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","8","Albania","2011","1.38888889","2011","Calculated by UNSD based on available country data from the Albanian time use survey (ATUS) 2010-2011 to apply ICATUS.","","CA","PERCENT","65+","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","8","Albania","2011","0.34722222","2011","Calculated by UNSD based on available country data from the Albanian time use survey (ATUS) 2010-2011 to apply ICATUS.","","CA","PERCENT","10+","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","8","Albania","2011","0.34722222","2011","Calculated by UNSD based on available country data from the Albanian time use survey (ATUS) 2010-2011 to apply ICATUS.","","CA","PERCENT","10+","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","12","Algeria","2012","0.41666667","2012","Calculated by UNSD based on available country data from the National Survey on time use of Algerians – ENET 2012 to apply ICATUS.","Travel related to unpaid care work is not included.","CA","PERCENT","12+","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","12","Algeria","2012","0.41666667","2012","Calculated by UNSD based on available country data from the National Survey on time use of Algerians – ENET 2012 to apply ICATUS.","Travel related to unpaid care work is not included.","CA","PERCENT","12+","URBAN","G","MALE"
